month,indicator,county,adm1_pcode,reached,sector_reached
October,"indicator 5.2 # of BoM trained on any programme, including resilience",Narok,KE033,33,33
October,"indicator 5.2 # of BoM trained on any programme, including resilience",Samburu,KE025,26,26
October,"indicator 5.2 # of BoM trained on any programme, including resilience",Wajir,KE008,108,108
October,"indicator 5.3 # of government officials trained on any programme, including resilience",Samburu,KE025,107,107
October,"indicator 5.3 # of government officials trained on any programme, including resilience",West Pokot,KE024,53,53
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Isiolo,KE011,4937,4937
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Kajiado,KE034,2767,2767
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Kilifi,KE003,3387,3387
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Kwale,KE002,1403,1403
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Marsabit,KE010,737,737
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Narok,KE033,10212,10212
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Tana River,KE004,2870,2870
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Turkana,KE023,6179,6179
October,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",West Pokot,KE024,2728,2728
October,indicator 7 # of children benefitting from child-friendly environment (any construction or rehabilitation),Marsabit,KE010,1167,0
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Baringo,KE030,4515,4515
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Bungoma,KE039,6264,6264
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Garissa,KE007,15148,15148
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Isiolo,KE011,2786,2786
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Kajiado,KE034,6649,6649
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Kilifi,KE003,6460,6460
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Kwale,KE002,6590,6590
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Mandera,KE009,13834,13834
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Marsabit,KE010,7937,7937
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Nairobi,KE047,11228,11228
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Narok,KE033,5614,5614
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Samburu,KE025,3748,3748
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Tana River,KE004,5859,5859
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Turkana,KE023,71186,71186
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Wajir,KE008,16145,16145
December,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,West Pokot,KE024,6892,6892
December,indicator 2 # of schools/ECD spaces with feeding programmes,Turkana,KE023,14862,14862
December,indicator 3 # of learners and teachers reached with learning and  teaching materials,Garissa,KE007,626,0
December,indicator 3 # of learners and teachers reached with learning and  teaching materials,Turkana,KE023,21485,0
December,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Turkana,KE023,18502,0
December,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Turkana,KE023,2466,2466
December,"indicator 5.1 # of teachers trained on any programme, including resilience",Garissa,KE007,16,16
December,"indicator 5.1 # of teachers trained on any programme, including resilience",Turkana,KE023,213,213
December,"indicator 5.2 # of BoM trained on any programme, including resilience",Samburu,KE025,29,29
December,"indicator 5.2 # of BoM trained on any programme, including resilience",Turkana,KE023,640,640
December,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Garissa,KE007,651,651
December,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Turkana,KE023,3285,3285
December,indicator 7 # of children benefitting from child-friendly environment (any construction or rehabilitation),Turkana,KE023,10311,0
November,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Turkana,KE023,4848,4848
November,indicator 2 # of schools/ECD spaces with feeding programmes,Marsabit,KE010,21,21
November,indicator 2 # of schools/ECD spaces with feeding programmes,Meru,KE012,2746,2746
November,indicator 2 # of schools/ECD spaces with feeding programmes,Turkana,KE023,4640,4640
November,indicator 3 # of learners and teachers reached with learning and  teaching materials,Baringo,KE030,30,0
November,indicator 3 # of learners and teachers reached with learning and  teaching materials,Tana River,KE004,3000,0
November,indicator 3 # of learners and teachers reached with learning and  teaching materials,Turkana,KE023,2703,0
November,indicator 3 #of learners reaached and teachers reached with learning and teaching materials,Turkana,KE023,14901,0
November,indicator 4 # of school with adequate quantity  of safe water for drinking and personal hygiene,Turkana,KE023,3820,0
November,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Turkana,KE023,68930,0
November,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Marsabit,KE010,71,71
November,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Meru,KE012,62,62
November,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Turkana,KE023,1249,1249
November,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Wajir,KE008,39,39
November,"indicator 5.1 # of teachers trained on any programme, including resilience",Garissa,KE007,16,16
November,"indicator 5.1 # of teachers trained on any programme, including resilience",Marsabit,KE010,40,40
November,"indicator 5.3 # of government officials trained on any programme, including resilience",Turkana,KE023,45,45
November,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Kajiado,KE034,3409,3409
November,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Kilifi,KE003,1080,1080
November,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Narok,KE033,724,724
November,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Turkana,KE023,5454,5454
November,indicator 7 # of children benefitting from child-friendly environment (any construction or rehabilitation),Meru,KE012,34,0
