month,lead_organisation,organisation_type,donor,sector,education_level,monitoring_indicator,main_activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
April,UNICEF,United Nations,EAC,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"NFIs comprising of 9775 school bags, 535 education kits and 225 disability kits were distributed in primary schools.",Finn Church Aid,Turkana,"Turkana Central
Turkana North
Turkana south
Turkana East 
Kibish
Loima",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,367,368,NA,NA,Vulnerable Residents,735,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE023,3. Teaching materials,0
April,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment drive campaigns at school level towards improved re-enrolment of OOSC.,Finn Church Aid,Turkana,"Turkana Central
Turkana North
Turkana south
Turkana East 
Kibish
Loima",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,1251,1343,0,0,Vulnerable Residents,2594,Enrollment drive,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,2594
April,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Enrollment drive committee have been trained in Loima.,Lifeskills Promoters,Turkana,"Turkana Central 
Loima",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,0,0,23,7,Vulnerable Residents,30,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,30
April,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Out of school children with disabilities have been mapped while and a needs assessment conducted to determine the number of OOSC who do not have birth certificates.,Special Olympics Kenya,Turkana,"Turkana Central
Turkana West
Turkana North 
Turkana South",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,64,52,0,0,Vulnerable Residents,116,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,116
April,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment drive campaigns at school level towards improved re-enrolment of OOSC.,Save the Children,Turkana,"Turkana North 
Kibish",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,305,207,0,0,Vulnerable Residents,512,Enrollment drive,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,512
April,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Follow up was made on mentorship and monitoring exercised previously conducted to support BoMs to implement school-based strategy and sustainability plan towards enrolment and retention including considerations of QASO recommendations and monitor progress at school levels.,Save the Children,Turkana,"Turkana North 
Kibish",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,0,0,32,203,Vulnerable Residents,235,27 schools have fully functional mentorship clubs while 6 SIPs completed.,Consolidated_5W_ Education_April 2023 Report.xlsx,27,KE023,5. Educators resilience enhancing,235
April,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment drive campaigns at school level towards improved re-enrolment of OOSC,Save the Children,Baringo,"Tiaty East 
Marigat",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,157,97,0,0,Vulnerable Residents,254,Enrollment drive,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE030,1. Access ECD spaces/schools,254
April,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment drive campaigns at school level towards improved re-enrolment of OOSC.,Lifeskills Promoters,Turkana,"Turkana Central 
Loima",2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,695,466,0,0,Vulnerable Residents,1161,Enrollment drive,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,1161
April,Finn Church Aid,International NGO,UNHCR,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learners enrolled in Kalobeyei Settlement Primary schools,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,7856,6094,NA,NA,Vulnerable Residents,13950,13950  learners enrolled and accessing primary schools in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,8,KE023,1. Access ECD spaces/schools,13950
April,Finn Church Aid,International NGO,UNHCR,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learners enrolled in Kalobeyei Settlement Pre- Primary schools,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,1634,1590,NA,NA,Vulnerable Residents,3224,3224 learners enrolled and accessing pre-primary schools in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,7,KE023,1. Access ECD spaces/schools,3224
April,Finn Church Aid,International NGO,UNHCR,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learners enrolled in Kalobeyei Settlement Junior Secondary schools,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,854,510,NA,NA,Vulnerable Residents,1364,1356 learners enrolled and accessing Junior Secondary schools in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,6,KE023,1. Access ECD spaces/schools,1364
April,Finn Church Aid,International NGO,UNHCR,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learners enrolled in Kalobeyei Settlement  Secondary schools,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,484,231,NA,NA,Vulnerable Residents,715,715  learners enrolled and accessing Secondary schools  in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,1,KE023,1. Access ECD spaces/schools,715
April,Finn Church Aid,International NGO,WFP,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,8 primary schools in Kalobeyei Settlement benefitting from School feeding programmes,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,7856,6094,NA,NA,Vulnerable Residents,13950,13950  learners enrolled and accessing primary schools in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,8,KE023,2. Feeding programmes,13950
April,Finn Church Aid,International NGO,WFP,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,7 ECDS in Kalobeyei Settlment beneffiting from school feeding programs,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,1634,1590,NA,NA,Vulnerable Residents,3224,3224 learners enrolled and accessing pre-primary schools in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,7,KE023,2. Feeding programmes,3224
April,Finn Church Aid,International NGO,WFP,Education,Secondary,indicator 2 # of schools/ECD spaces with feeding programmes,Learners enrolled in Kalobeyei Settlement Junior Secondary schools,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,854,510,NA,NA,Vulnerable Residents,1364,1356 learners enrolled and accessing Junior Secondary schools in Kalobeyei Settlement.,Consolidated_5W_ Education_April 2023 Report.xlsx,6,KE023,2. Feeding programmes,1364
April,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Learners  beneffitted from Menstrual Health Management (MHM) training.,Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,337,295,NA,NA,Vulnerable Residents,632,632  learners from Joy and Friends Primary schools beneffited from Menstrual Health Management training.,Consolidated_5W_ Education_April 2023 Report.xlsx,2,KE023,6. Children resilience enhancing,632
April,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Learners  benefitted fromLife skills training, Child protection, hygiene and sanitation and psycho social support.",Finn Church Aid,Turkana,Turkana West,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,272,278,NA,NA,Vulnerable Residents,550,"550 learners benefitted  fro resilience enhancing programmes which include Child protection, hygiene and sanitation and psyco social support.",Consolidated_5W_ Education_April 2023 Report.xlsx,8,KE023,6. Children resilience enhancing,550
April,UNESCO,United Nations,PRADA,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Initiative to promote girls' education and empowerment, and to enhance access to digital skills and learning opportunities",The Girl Child Network,Kwale,Msambweni,2023-01-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,100,250,NA,NA,Vulnerable Residents,350,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,10,KE002,6. Children resilience enhancing,350
April,UNESCO,United Nations,PRADA,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Initiative to promote girls' education and empowerment, and to enhance access to digital skills and learning opportunities",The Girl Child Network,Kajiado,Kajiado,2023-01-02T00:00:00Z,2023-04-01T00:00:00Z,Completed,100,250,NA,NA,Vulnerable Residents,350,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,10,KE034,6. Children resilience enhancing,350
April,UNESCO,United Nations,UNESCO & Kenya Academy of Sports,Education,Tertiary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Capacity development  for 20 young women  football coaches, referees, life skill coaches, peer educators and change makers on on personal values and value-based leadership",Futebol da Forcaa,Kilifi,All sub counties in Kilifi,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,NA,20,NA,20,Vulnerable Residents,40,"related to commemoration of Iterational Day of Sport/aligning to impelemnetaion of the Sport, P.E policy",Consolidated_5W_ Education_April 2023 Report.xlsx,1,KE003,5. Educators resilience enhancing,40
April,World Vision Kenya,International NGO,World Vision Germany,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,"21 ECDs supported with school in Mondi Area program, Tiaty East, 867M, 689F",World Vision Kenya,Baringo,Tiaty East,2023-02-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,867,689,NA,NA,Vulnerable Residents,1556,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,21,KE030,2. Feeding programmes,1556
April,World Vision Kenya,International NGO,World Vision Germany,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,teacher training on learning roots,World Vision Kenya,Baringo,Tiaty East,2023-01-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,673,545,6,17,Vulnerable Residents,1241,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,24,KE030,3. Teaching materials,0
April,World Vision Kenya,International NGO,World Vision Germany,Education,ECE,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,procure and distribute 10 kentanks to 10 schools in Mondi Area program,World Vision Kenya,Baringo,Tiaty East,2023-02-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,424,325,10,10,Vulnerable Residents,769,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,10,KE030,"4. Safe water, personal hygiene",0
April,World Vision Kenya,International NGO,World Vision Germany,Education,ECE,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",livelihood intervention and economic empowerment through Saving for transformation and Ultra poor graduation model,World Vision Kenya,Baringo,Tiaty East,2023-02-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,50,50,16,12,Vulnerable Residents,128,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE030,6. Children resilience enhancing,128
April,World Vision Kenya,International NGO,World Vision Germany,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,ECDE Teachers training on material Development using locally available culturally acceptable resources,World Vision Kenya,Baringo,TIATY WEST,2022-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,678,662,38,60,Vulnerable Residents,1438,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,18,KE030,3. Teaching materials,0
April,World Vision Kenya,International NGO,CLHHR-Bamba,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Training for ECD teachers on play & learning materials development,World Vision Kenya,Kilifi,Ganze,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,NA,NA,13,68,Vulnerable Residents,81,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,79,KE003,3. Teaching materials,0
April,World Vision Kenya,International NGO,KIX IDRC Project,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Teacher professional development and digital learning resources distribution,World Vision Kenya,Narok,Transmara East,2023-01-23T00:00:00Z,2023-04-01T00:00:00Z,Completed,1151,1221,31,26,Vulnerable Residents,2429,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,27,KE033,3. Teaching materials,0
April,Action for Sustainable Change,National NGO,Zizi Afrique,Education,All Basic Education,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",education coordination for partners and shared life skills and values findings,Action for Sustainable Change,Wajir,Wajir East,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,NA,NA,30,NA,NA,30,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,30
April,Lifeskills Promoters,National NGO,UNICEF-Operation Come to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Isiolo,Isiolo Central,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,80,68,0,0,Vulnerable Residents,148,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,10,KE011,1. Access ECD spaces/schools,148
April,Lifeskills Promoters,National NGO,UNICEF-Operation Come to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Isiolo,Merti,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,96,83,0,0,Vulnerable Residents,179,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,21,KE011,1. Access ECD spaces/schools,179
April,Lifeskills Promoters,National NGO,UNICEF-Operation Come to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Isiolo,Garbatulla,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,204,221,0,0,Vulnerable Residents,425,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,22,KE011,1. Access ECD spaces/schools,425
April,Lifeskills Promoters,National NGO,UNICEF-Operation Come to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Isiolo,Oldo Nyiro,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,120,105,0,0,Vulnerable Residents,225,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,3,KE011,1. Access ECD spaces/schools,225
April,Lifeskills Promoters,National NGO,UNICEF-Operation Come to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Turkana,Loima,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,245,232,0,0,Vulnerable Residents,477,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,41,KE023,1. Access ECD spaces/schools,477
April,Lifeskills Promoters,National NGO,UNICEF-Operation Come to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Turkana,Turkana Central,2023-04-01T00:00:00Z,2023-04-01T00:00:00Z,Completed,628,551,0,0,Vulnerable Residents,1179,NA,Consolidated_5W_ Education_April 2023 Report.xlsx,59,KE023,1. Access ECD spaces/schools,1179
February,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Mobilization of OOSC back to school,Finn Church Aid,Marsabit,"Marsabit central, Loyangalani, Sololo and Chalbi",NA,NA,Completed,646,354,NA,NA,Vulnerable Residents,1000,Out of school children moblized back to school,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE010,1. Access ECD spaces/schools,1000
February,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Mobilization of OOSC back to school,Finn Church Aid,Garissa,"Lagdera, Benayey, Balambala",NA,NA,Completed,575,667,NA,NA,Vulnerable Residents,1242,Out of school children moblized back to school,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE007,1. Access ECD spaces/schools,1242
February,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Mobilization of OOSC back to school,Lifeskills Promoters,Isiolo,"Isiolo central, Merti,Garbatulla, Oldonyiro, Cherab, Sericho",NA,NA,Completed,101,57,NA,NA,Vulnerable Residents,158,Out of school children moblized back to school,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE011,1. Access ECD spaces/schools,158
February,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Mobilization of OOSC back to school,Women Educational Researchers of Kenya,Tana River,"Tana River, Tana North, Bangal",NA,NA,Completed,1620,2555,NA,NA,Vulnerable Residents,4175,Out of school children moblized back to school,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE004,1. Access ECD spaces/schools,4175
February,UNICEF,United Nations,Netherland/Prospects,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Mobilization of OOSC back to school,Norwegian Refugee Council,Turkana,Turkana West,NA,NA,Completed,884,706,0,0,Refugees,1590,"A total of 1590(884B,706G) OOSC and overage learners; 1411(781B,630G) refugees, 179(103B,76G)host learners are accessing learning at AEP centres with direct support from UNICEF. The total number of SNE learners is 95(35B,60G) learners.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,1590
February,UNICEF,United Nations,Netherland/Prospects,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"Distribution of learning and teaching supplies (Education bag kit, recreation kits and science teaching kit)",Finn Church Aid,Turkana,Turkana West,NA,NA,Completed,11287,9209,0,0,Refugees,20496,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,3. Teaching materials,0
February,UNICEF,United Nations,Netherland/Prospects,Education,ECE & Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","2 training sessions were done which comprised of; 50(42M,8F)refugees,10(8M,2F) host. The mentorship training  nurtured and provided support to the teachers on knowledge, skills, values which is necessary to make positive and lasting impact on OOSC and overage learners.This is expected to increase attendance and retention for the overage and OOSC learners.",Finn Church Aid,Turkana,Turkana West,NA,NA,Completed,0,0,50,10,Refugees,60,Refugees +Host community,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,5. Educators resilience enhancing,60
February,UNICEF,United Nations,Netherland/Prospects,Education,ECE & Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","3 sessions were done for 90(72M,18F) teachers whereby 72(59M,13F)refugees, 18(10M,8F) host were enlightened on strategies to help learners move forward on their intended grade level trajectories. They were engaged on how to manage and organize classroom and pay attention to classroom environment.This will lead to enhanced access to quality for AEP and mainstream learners.",Finn Church Aid,Turkana,Turkana West,NA,NA,Completed,0,0,72,18,Refugees,90,Refugees +Host community,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,90
February,UNICEF,United Nations,Netherland/Prospects,Education,ECE & Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","78(38M,40F) BOMs participated during quarterly review meeting. 70(35M,35F) refugees and 8(3M,5F) host BOMs were in attendance. The meeting provided the BOMs with an opportunity to come together and plan for the new term, adress challenges encountered in the previous term and give a way forward.They gave suggestions on how to improve the school management and improve school performance.",Finn Church Aid,Turkana,Turkana West,NA,NA,Completed,0,0,38,40,Refugees,78,Refugees +Host community,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,78
February,UNICEF,United Nations,Netherland/Prospects,Education,ECE & Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Capacity building sessions for 120(89F,31M) were carried across the 3 villages in Kalobeyei. The caregivers were sensitized on disability mainstreaming/awareness in their homes and surrounding community.this is aimed at fostering positive attitudes towards CWDs hence increased retention and improved learning outcomes.",Finn Church Aid,Turkana,Turkana West,NA,NA,Completed,0,0,31,89,Refugees,120,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,7,KE023,5. Educators resilience enhancing,120
February,UNICEF,United Nations,Netherland/Prospects,Education,ECE & Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","The mother/girls forums conducted across 7 target schools created a platform where girls and mothers meet and discuss childrens righs, girls attendance in school and pyschosocial support. Through the forums are expected to lead to increase in enrolment/retention at AEP centres and mainstream school.",Finn Church Aid,Turkana,Turkana West,NA,NA,Completed,0,105,0,0,Refugees,105,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,7,KE023,6. Children resilience enhancing,105
February,Lifeskills Promoters,National NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Operation come to school,Lifeskills Promoters,Isiolo,"Merti, Garbatulla, , Isiolo Central, Oldo Nyiro",2022-09-02T00:00:00Z,2023-02-01T00:00:00Z,Ongoing,940,992,0,0,Vulnerable Children,1932,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,50,KE011,1. Access ECD spaces/schools,1932
February,Lifeskills Promoters,National NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Operation come to school,Lifeskills Promoters,Turkana,"Loima, Turkana Central",2022-09-08T00:00:00Z,2023-02-01T00:00:00Z,Ongoing,646,470,0,0,Vulnerable Children,1116,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,100,KE023,1. Access ECD spaces/schools,1116
February,Finn Church Aid,International NGO,BPRM,Education,ECE & Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Provsion of access to quality education,Finn Church Aid,Turkana,Turkana West,2022-08-01T00:00:00Z,2023-02-01T00:00:00Z,Ongoing,10896,8787,NA,NA,NA,19683,"19,683(10,896B,8,787G) learners from the pre-primary and primary schools in Kalobeyei Settlement accessed schools in the month of February 2023.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,1. Access ECD spaces/schools,19683
February,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Participation in the celebrations of International FGM day on 6th and 7th February 2023 at Kalobeyei Settlement,Finn Church Aid,Turkana,Turkana West,2022-08-01T00:00:00Z,2022-02-01T00:00:00Z,Completed,130,220,NA,NA,Vulnerable Residents,350,350 students participated  in the celebrations of International FGM day on 6th and 7th February 2023 at Kalobeyei Settlement. This was in a bid to create safe spaces for survivors to feel supported.,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,6. Children resilience enhancing,350
February,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Provision of life skills training to 568(299,269) learners across the 8 primary schools in Kalobeyei Settlement.",Finn Church Aid,Turkana,Turkana West,2022-08-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,299,269,NA,NA,Vulnerable Residents,568,"568(299,269) learners benefitted from life skills sessions conducted for the primary schools in Kalobeyei Settlement.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,6. Children resilience enhancing,568
February,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Provision of counselling sessions for targetted learners across the 8 primary schools in Kalobeyei Settlement,Finn Church Aid,Turkana,Turkana West,2022-08-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,389,331,NA,NA,Vulnerable Residents,720,"720(389B,331G)beneffitted from counselling sessions provided by FCA Psychosocial counsellors .",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,6. Children resilience enhancing,720
February,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",training of teachers on Gender Responsive Pedagogy,Finn Church Aid,Turkana,Turkana West,2022-08-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,15,15,Vulnerable Residents,30,"30(15M,15F) teachers trained on Gender Responsive pedagogy.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,5. Educators resilience enhancing,30
February,Finn Church Aid,International NGO,UNHCR,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of secondary school learners to JSS,Finn Church Aid,Turkana,Turkana West,2022-02-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,926,541,NA,NA,Vulnerable Residents,1467,"FCA enrolled 1467(926B,541G) to the 6 Junior Secondary schools in Kalobeyei Settlement.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,6,KE023,1. Access ECD spaces/schools,1467
February,Finn Church Aid,International NGO,UNHCR,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Induction of learners for the Junior Secondary School,Finn Church Aid,Turkana,Turkana West,NA,2023-02-01T00:00:00Z,Completed,208,107,NA,NA,Vulnerable Residents,315,"315(208M,107F) from learners Brightstar and settlement secondary schools were inducted by the psychosocial counsellors.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,6,KE023,1. Access ECD spaces/schools,315
February,Finn Church Aid,International NGO,UNHCR,Education,ECE & Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school meals to learners in the 8 primary schools and 7 pre-primary schools in Kalobeyei Settlement.,Finn Church Aid,Turkana,Turkana West,NA,2023-02-01T00:00:00Z,Completed,208,107,NA,NA,Vulnerable Residents,315,"315(208M,107F) from learners Brightstar and settlement secondary schools were inducted by the psychosocial counsellors.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,15,KE023,2. Feeding programmes,315
February,Finn Church Aid,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Distribution of MHM kits,Finn Church Aid,Turkana,Turkana West,2022-07-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,2300,NA,NA,Vulnerable Residents,2300,"2,300 girls across the 8 primary schools in Kalobeyei beneffitted from  sanitary pads distribution.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,8,KE023,6. Children resilience enhancing,2300
