county,month,sub_indicator,value,char_value,sex_modifier,beneficiary_group,age_modifier,unicef_indicator_number,unicef_indicator
Kajiado,Total,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator2_narrative,NA,NA,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kajiado,Total,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator3_narrative,NA,NA,NA,NA,NA,3,3. Children who receive assistance to continue learning
Kajiado,Total,indicator4_all_total_adults,794,0,total,all,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_all_male,426,0,male,all,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_all_female,368,0,female,all,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_host_community_total_adults,794,0,total,host_community,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_host_community_male,426,0,male,host_community,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_host_community_female,368,0,female,host_community,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator4_narrative,NA,NA,NA,NA,NA,4,4. Teachers trained resilience programmes
Kajiado,Total,indicator5_all_total_adults,83,83,total,all,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_all_male,27,27,male,all,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_all_female,56,56,female,all,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_host_community_total_adults,83,83,total,host_community,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_host_community_male,27,27,male,host_community,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_host_community_female,56,56,female,host_community,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
Kajiado,Total,indicator5_narrative,NA,NA,NA,NA,NA,5,5. BoM trained resilience programmes
Kajiado,Total,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
Kajiado,Total,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
Kajiado,Total,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
Kajiado,Total,indicator6_narrative,NA,NA,NA,NA,NA,6,6. Govt. officials trained
Kajiado,Total,indicator7_all_total_children,5385,5385,total,all,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_all_boys,2022,2022,male,all,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_all_girls,3363,3363,female,all,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_host_community_total_children,5385,5385,total,host_community,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_host_community_boys,2022,2022,male,host_community,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_host_community_girls,3363,3363,female,host_community,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
Kajiado,Total,indicator7_narrative,NA,NA,NA,NA,NA,7,7. Children life skills mentorship
Kilifi,January,indicator1_all_total_children,0,0,total,all,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_all_boys,0,0,male,all,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_all_girls,0,0,female,all,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_host_community_total_children,0,0,total,host_community,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_host_community_boys,0,0,male,host_community,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_host_community_girls,0,0,female,host_community,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_idps_total_children,0,0,total,idps,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_idps_boys,0,0,male,idps,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_idps_girls,0,0,female,idps,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_refugees_total_children,0,0,total,refugees,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_cwd_total_children,0,0,total,cwd,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_cwd_boys,0,0,male,cwd,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_cwd_girls,0,0,female,cwd,children,1,1. OOSC accessing formal education
Kilifi,January,indicator1_narrative,NA,"NA",NA,NA,NA,1,1. OOSC accessing formal education
Kilifi,January,indicator2_all_total_children,0,0,total,all,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_all_boys,0,0,male,all,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator2_narrative,NA,"NA",NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,January,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator3_narrative,NA,"NA",NA,NA,NA,3,3. Children who receive assistance to continue learning
Kilifi,January,indicator4_all_total_adults,0,0,total,all,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_all_male,0,0,male,all,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_all_female,0,0,female,all,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_host_community_total_adults,0,0,total,host_community,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_host_community_male,0,0,male,host_community,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_host_community_female,0,0,female,host_community,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
Kilifi,January,indicator4_narrative,NA,"NA",NA,NA,NA,4,4. Teachers trained resilience programmes
Kilifi,January,indicator5_all_total_adults,0,0,total,all,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_all_male,0,0,male,all,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_all_female,0,0,female,all,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_host_community_total_adults,0,0,total,host_community,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_host_community_male,0,0,male,host_community,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_host_community_female,0,0,female,host_community,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
Kilifi,January,indicator5_narrative,NA,"NA",NA,NA,NA,5,5. BoM trained resilience programmes
Kilifi,January,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
Kilifi,January,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
Kilifi,January,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
Kilifi,January,indicator6_narrative,NA,"NA",NA,NA,NA,6,6. Govt. officials trained
Kilifi,January,indicator7_all_total_children,0,0,total,all,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_all_boys,0,0,male,all,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_all_girls,0,0,female,all,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_host_community_total_children,0,0,total,host_community,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_host_community_boys,0,0,male,host_community,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_host_community_girls,0,0,female,host_community,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
Kilifi,January,indicator7_narrative,NA,"NA",NA,NA,NA,7,7. Children life skills mentorship
Kilifi,February,indicator1_all_total_children,0,0,total,all,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_all_boys,0,0,male,all,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_all_girls,0,0,female,all,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_host_community_total_children,0,0,total,host_community,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_host_community_boys,0,0,male,host_community,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_host_community_girls,0,0,female,host_community,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_idps_total_children,0,0,total,idps,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_idps_boys,0,0,male,idps,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_idps_girls,0,0,female,idps,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_refugees_total_children,0,0,total,refugees,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_cwd_total_children,0,0,total,cwd,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_cwd_boys,0,0,male,cwd,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_cwd_girls,0,0,female,cwd,children,1,1. OOSC accessing formal education
Kilifi,February,indicator1_narrative,NA,"NA",NA,NA,NA,1,1. OOSC accessing formal education
Kilifi,February,indicator2_all_total_children,0,0,total,all,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_all_boys,0,0,male,all,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator2_narrative,NA,"NA",NA,NA,NA,2,2. Children benefiting from child-friendly environment
Kilifi,February,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator3_narrative,NA,"NA",NA,NA,NA,3,3. Children who receive assistance to continue learning
Kilifi,February,indicator4_all_total_adults,0,0,total,all,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_all_male,0,0,male,all,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_all_female,0,0,female,all,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_host_community_total_adults,0,0,total,host_community,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_host_community_male,0,0,male,host_community,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_host_community_female,0,0,female,host_community,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
Kilifi,February,indicator4_narrative,NA,"NA",NA,NA,NA,4,4. Teachers trained resilience programmes
Kilifi,February,indicator5_all_total_adults,0,0,total,all,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_all_male,0,0,male,all,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_all_female,0,0,female,all,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_host_community_total_adults,0,0,total,host_community,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_host_community_male,0,0,male,host_community,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_host_community_female,0,0,female,host_community,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
Kilifi,February,indicator5_narrative,NA,"NA",NA,NA,NA,5,5. BoM trained resilience programmes
Kilifi,February,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
Kilifi,February,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
Kilifi,February,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
Kilifi,February,indicator6_narrative,NA,"NA",NA,NA,NA,6,6. Govt. officials trained
Kilifi,February,indicator7_all_total_children,0,0,total,all,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_all_boys,0,0,male,all,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_all_girls,0,0,female,all,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_host_community_total_children,0,0,total,host_community,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_host_community_boys,0,0,male,host_community,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_host_community_girls,0,0,female,host_community,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
Kilifi,February,indicator7_narrative,NA,"NA",NA,NA,NA,7,7. Children life skills mentorship
Kilifi,March,indicator1_all_total_children,757,757,total,all,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_all_boys,400,400,male,all,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_all_girls,357,357,female,all,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_host_community_total_children,757,757,total,host_community,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_host_community_boys,400,400,male,host_community,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_host_community_girls,357,357,female,host_community,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_idps_total_children,0,0,total,idps,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_idps_boys,0,0,male,idps,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_idps_girls,0,0,female,idps,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_refugees_total_children,0,0,total,refugees,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
Kilifi,March,indicator1_cwd_total_children,0,0,total,cwd,children,1,1. OOSC accessing formal education
