county,sub_indicator,month,sex_modifier,age_modifier,beneficiary_group,value,comments
Garissa,indicator2_host_community_girls,January,female,children,host_community,0,
Garissa,indicator2_host_community_total_children,January,total,children,host_community,0,
Garissa,indicator2_idps_boys,January,male,children,idps,0,
Garissa,indicator2_idps_girls,January,female,children,idps,0,
Garissa,indicator2_idps_total_children,January,total,children,idps,0,
Garissa,indicator2_narrative,January,NA,NA,NA,0,NA
Garissa,indicator2_new_classrooms,January,NA,NA,NA,0,
Garissa,indicator2_new_latrines,January,NA,NA,NA,0,
Garissa,indicator2_refugees_boys,January,male,children,refugees,0,
Garissa,indicator2_refugees_girls,January,female,children,refugees,0,
Garissa,indicator2_refugees_total_children,January,total,children,refugees,0,
Garissa,indicator2_rehabilitated_classrooms,January,NA,NA,NA,0,
Garissa,indicator2_rehabiltated_latrines,January,NA,NA,NA,0,
Garissa,indicator3_all_boys,January,male,children,all,0,
Garissa,indicator3_all_girls,January,female,children,all,0,
Garissa,indicator3_all_total_children,January,total,children,all,0,
Garissa,indicator3_cwd_boys,January,male,children,cwd,0,
Garissa,indicator3_cwd_girls,January,female,children,cwd,0,
Garissa,indicator3_cwd_total_children,January,total,children,cwd,0,
Garissa,indicator3_host_community_boys,January,male,children,host_community,0,
Garissa,indicator3_host_community_girls,January,female,children,host_community,0,
Garissa,indicator3_host_community_total_children,January,total,children,host_community,0,
Garissa,indicator3_idps_boys,January,male,children,idps,0,
Garissa,indicator3_idps_girls,January,female,children,idps,0,
Garissa,indicator3_idps_total_children,January,total,children,idps,0,
Garissa,indicator3_narrative,January,NA,NA,NA,0,NA
Garissa,indicator3_refugees_boys,January,male,children,refugees,0,
Garissa,indicator3_refugees_girls,January,female,children,refugees,0,
Garissa,indicator3_refugees_total_children,January,total,children,refugees,0,
Garissa,indicator4_all_female,January,female,adults,all,0,
Garissa,indicator4_all_male,January,male,adults,all,0,
Garissa,indicator4_all_total_adults,January,total,adults,all,0,
Garissa,indicator4_host_community_female,January,female,adults,host_community,0,
Garissa,indicator4_host_community_male,January,male,adults,host_community,0,
Garissa,indicator4_host_community_total_adults,January,total,adults,host_community,0,
Garissa,indicator4_idps_female,January,female,adults,idps,0,
Garissa,indicator4_idps_male,January,male,adults,idps,0,
Garissa,indicator4_idps_total_adults,January,total,adults,idps,0,
Garissa,indicator4_narrative,January,NA,NA,NA,0,NA
Garissa,indicator4_refugees_female,January,female,adults,refugees,0,
Garissa,indicator4_refugees_male,January,male,adults,refugees,0,
Garissa,indicator4_refugees_total_adults,January,total,adults,refugees,0,
Garissa,indicator5_all_female,January,female,adults,all,82,
Garissa,indicator5_all_male,January,male,adults,all,106,
Garissa,indicator5_all_total_adults,January,total,adults,all,188,
Garissa,indicator5_host_community_female,January,female,adults,host_community,82,
Garissa,indicator5_host_community_male,January,male,adults,host_community,106,
Garissa,indicator5_host_community_total_adults,January,total,adults,host_community,188,
Garissa,indicator5_idps_female,January,female,adults,idps,0,
Garissa,indicator5_idps_male,January,male,adults,idps,0,
Garissa,indicator5_idps_total_adults,January,total,adults,idps,0,
Garissa,indicator5_narrative,January,NA,NA,NA,0,Enrollment drive committee members sanitized on mobilization and retention of OOSC in Garissa sub-county
Garissa,indicator5_refugees_female,January,female,adults,refugees,0,
Garissa,indicator5_refugees_male,January,male,adults,refugees,0,
Garissa,indicator5_refugees_total_adults,January,total,adults,refugees,0,
Garissa,indicator6_all_female,January,female,adults,all,0,
Garissa,indicator6_all_male,January,male,adults,all,0,
Garissa,indicator6_all_total_adults,January,total,adults,all,0,
Garissa,indicator6_narrative,January,NA,NA,NA,0,NA
Garissa,indicator7_all_boys,January,male,children,all,0,
Garissa,indicator7_all_girls,January,female,children,all,0,
Garissa,indicator7_all_total_children,January,total,children,all,0,
Garissa,indicator7_cwd_boys,January,male,children,cwd,0,
Garissa,indicator7_cwd_girls,January,female,children,cwd,0,
Garissa,indicator7_cwd_total_children,January,total,children,cwd,0,
Garissa,indicator7_host_community_boys,January,male,children,host_community,0,
Garissa,indicator7_host_community_girls,January,female,children,host_community,0,
Garissa,indicator7_host_community_total_children,January,total,children,host_community,0,
Garissa,indicator7_idps_boys,January,male,children,idps,0,
Garissa,indicator7_idps_girls,January,female,children,idps,0,
Garissa,indicator7_idps_total_children,January,total,children,idps,0,
Garissa,indicator7_narrative,January,NA,NA,NA,0,NA
Garissa,indicator7_refugees_boys,January,male,children,refugees,0,
Garissa,indicator7_refugees_girls,January,female,children,refugees,0,
Garissa,indicator7_refugees_total_children,January,total,children,refugees,0,
Homa Bay,indicator1_all_boys,January,male,children,all,0,
Homa Bay,indicator1_all_girls,January,female,children,all,0,
Homa Bay,indicator1_all_total_children,January,total,children,all,0,
Homa Bay,indicator1_cwd_boys,January,male,children,cwd,0,
Homa Bay,indicator1_cwd_girls,January,female,children,cwd,0,
Homa Bay,indicator1_cwd_total_children,January,total,children,cwd,0,
Homa Bay,indicator1_host_community_boys,January,male,children,host_community,0,
Homa Bay,indicator1_host_community_girls,January,female,children,host_community,0,
Homa Bay,indicator1_host_community_total_children,January,total,children,host_community,0,
Homa Bay,indicator1_idps_boys,January,male,children,idps,0,
Homa Bay,indicator1_idps_girls,January,female,children,idps,0,
Homa Bay,indicator1_idps_total_children,January,total,children,idps,0,
Homa Bay,indicator1_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator1_refugees_boys,January,male,children,refugees,0,
Homa Bay,indicator1_refugees_girls,January,female,children,refugees,0,
Homa Bay,indicator1_refugees_total_children,January,total,children,refugees,0,
Homa Bay,indicator2_all_boys,January,male,children,all,0,
Homa Bay,indicator2_all_girls,January,female,children,all,0,
Homa Bay,indicator2_all_total_children,January,total,children,all,0,
Homa Bay,indicator2_cwd_boys,January,male,children,cwd,0,
Homa Bay,indicator2_cwd_girls,January,female,children,cwd,0,
Homa Bay,indicator2_cwd_total_children,January,total,children,cwd,0,
Homa Bay,indicator2_host_community_boys,January,male,children,host_community,0,
Homa Bay,indicator2_host_community_girls,January,female,children,host_community,0,
Homa Bay,indicator2_host_community_total_children,January,total,children,host_community,0,
Homa Bay,indicator2_idps_boys,January,male,children,idps,0,
Homa Bay,indicator2_idps_girls,January,female,children,idps,0,
Homa Bay,indicator2_idps_total_children,January,total,children,idps,0,
Homa Bay,indicator2_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator2_new_classrooms,January,NA,NA,NA,0,
Homa Bay,indicator2_new_latrines,January,NA,NA,NA,0,
Homa Bay,indicator2_refugees_boys,January,male,children,refugees,0,
Homa Bay,indicator2_refugees_girls,January,female,children,refugees,0,
Homa Bay,indicator2_refugees_total_children,January,total,children,refugees,0,
Homa Bay,indicator2_rehabilitated_classrooms,January,NA,NA,NA,0,
Homa Bay,indicator2_rehabiltated_latrines,January,NA,NA,NA,0,
Homa Bay,indicator3_all_boys,January,male,children,all,0,
Homa Bay,indicator3_all_girls,January,female,children,all,0,
Homa Bay,indicator3_all_total_children,January,total,children,all,0,
Homa Bay,indicator3_cwd_boys,January,male,children,cwd,0,
Homa Bay,indicator3_cwd_girls,January,female,children,cwd,0,
Homa Bay,indicator3_cwd_total_children,January,total,children,cwd,0,
Homa Bay,indicator3_host_community_boys,January,male,children,host_community,0,
Homa Bay,indicator3_host_community_girls,January,female,children,host_community,0,
Homa Bay,indicator3_host_community_total_children,January,total,children,host_community,0,
Homa Bay,indicator3_idps_boys,January,male,children,idps,0,
Homa Bay,indicator3_idps_girls,January,female,children,idps,0,
Homa Bay,indicator3_idps_total_children,January,total,children,idps,0,
Homa Bay,indicator3_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator3_refugees_boys,January,male,children,refugees,0,
Homa Bay,indicator3_refugees_girls,January,female,children,refugees,0,
Homa Bay,indicator3_refugees_total_children,January,total,children,refugees,0,
Homa Bay,indicator4_all_female,January,female,adults,all,0,
Homa Bay,indicator4_all_male,January,male,adults,all,0,
Homa Bay,indicator4_all_total_adults,January,total,adults,all,0,
Homa Bay,indicator4_host_community_female,January,female,adults,host_community,0,
Homa Bay,indicator4_host_community_male,January,male,adults,host_community,0,
Homa Bay,indicator4_host_community_total_adults,January,total,adults,host_community,0,
Homa Bay,indicator4_idps_female,January,female,adults,idps,0,
Homa Bay,indicator4_idps_male,January,male,adults,idps,0,
Homa Bay,indicator4_idps_total_adults,January,total,adults,idps,0,
Homa Bay,indicator4_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator4_refugees_female,January,female,adults,refugees,0,
Homa Bay,indicator4_refugees_male,January,male,adults,refugees,0,
Homa Bay,indicator4_refugees_total_adults,January,total,adults,refugees,0,
Homa Bay,indicator5_all_female,January,female,adults,all,0,
Homa Bay,indicator5_all_male,January,male,adults,all,0,
Homa Bay,indicator5_all_total_adults,January,total,adults,all,0,
Homa Bay,indicator5_host_community_female,January,female,adults,host_community,0,
Homa Bay,indicator5_host_community_male,January,male,adults,host_community,0,
Homa Bay,indicator5_host_community_total_adults,January,total,adults,host_community,0,
Homa Bay,indicator5_idps_female,January,female,adults,idps,0,
Homa Bay,indicator5_idps_male,January,male,adults,idps,0,
Homa Bay,indicator5_idps_total_adults,January,total,adults,idps,0,
Homa Bay,indicator5_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator5_refugees_female,January,female,adults,refugees,0,
Homa Bay,indicator5_refugees_male,January,male,adults,refugees,0,
Homa Bay,indicator5_refugees_total_adults,January,total,adults,refugees,0,
Homa Bay,indicator6_all_female,January,female,adults,all,0,
Homa Bay,indicator6_all_male,January,male,adults,all,0,
Homa Bay,indicator6_all_total_adults,January,total,adults,all,0,
Homa Bay,indicator6_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator7_all_boys,January,male,children,all,0,
Homa Bay,indicator7_all_girls,January,female,children,all,0,
Homa Bay,indicator7_all_total_children,January,total,children,all,0,
Homa Bay,indicator7_cwd_boys,January,male,children,cwd,0,
Homa Bay,indicator7_cwd_girls,January,female,children,cwd,0,
Homa Bay,indicator7_cwd_total_children,January,total,children,cwd,0,
Homa Bay,indicator7_host_community_boys,January,male,children,host_community,0,
Homa Bay,indicator7_host_community_girls,January,female,children,host_community,0,
Homa Bay,indicator7_host_community_total_children,January,total,children,host_community,0,
Homa Bay,indicator7_idps_boys,January,male,children,idps,0,
Homa Bay,indicator7_idps_girls,January,female,children,idps,0,
Homa Bay,indicator7_idps_total_children,January,total,children,idps,0,
Homa Bay,indicator7_narrative,January,NA,NA,NA,0,NA
Homa Bay,indicator7_refugees_boys,January,male,children,refugees,0,
Homa Bay,indicator7_refugees_girls,January,female,children,refugees,0,
Homa Bay,indicator7_refugees_total_children,January,total,children,refugees,0,
Turkana,indicator1_all_boys,January,male,children,all,1364,
Turkana,indicator1_all_girls,January,female,children,all,978,
Turkana,indicator1_all_total_children,January,total,children,all,2342,
Turkana,indicator1_cwd_boys,January,male,children,cwd,0,
Turkana,indicator1_cwd_girls,January,female,children,cwd,0,
Turkana,indicator1_cwd_total_children,January,total,children,cwd,0,
Turkana,indicator1_host_community_boys,January,male,children,host_community,1364,
Turkana,indicator1_host_community_girls,January,female,children,host_community,978,
Turkana,indicator1_host_community_total_children,January,total,children,host_community,2342,
Turkana,indicator1_idps_boys,January,male,children,idps,0,
Turkana,indicator1_idps_girls,January,female,children,idps,0,
Turkana,indicator1_idps_total_children,January,total,children,idps,0,
Turkana,indicator1_narrative,January,NA,NA,NA,0,"In Turkana County, four coordination meetings with DCCs, ACCs, SCDEs, Ward and Village Admins and members of village enrolment committees were conducted to revise communication pathways during mobilization exercises and strengthen coordination between Village Enrolment Committees and School administration. 81 male, 18 female participated."
Turkana,indicator1_refugees_boys,January,male,children,refugees,0,
Turkana,indicator1_refugees_girls,January,female,children,refugees,0,
Turkana,indicator1_refugees_total_children,January,total,children,refugees,0,
Turkana,indicator2_all_boys,January,male,children,all,0,
Turkana,indicator2_all_girls,January,female,children,all,0,
Turkana,indicator2_all_total_children,January,total,children,all,0,
Turkana,indicator2_cwd_boys,January,male,children,cwd,0,
Turkana,indicator2_cwd_girls,January,female,children,cwd,0,
Turkana,indicator2_cwd_total_children,January,total,children,cwd,0,
Turkana,indicator2_host_community_boys,January,male,children,host_community,0,
Turkana,indicator2_host_community_girls,January,female,children,host_community,0,
Turkana,indicator2_host_community_total_children,January,total,children,host_community,0,
Turkana,indicator2_idps_boys,January,male,children,idps,0,
Turkana,indicator2_idps_girls,January,female,children,idps,0,
Turkana,indicator2_idps_total_children,January,total,children,idps,0,
Turkana,indicator2_narrative,January,NA,NA,NA,0,NA
Turkana,indicator2_new_classrooms,January,NA,NA,NA,0,
Turkana,indicator2_new_latrines,January,NA,NA,NA,0,
Turkana,indicator2_refugees_boys,January,male,children,refugees,0,
Turkana,indicator2_refugees_girls,January,female,children,refugees,0,
Turkana,indicator2_refugees_total_children,January,total,children,refugees,0,
Turkana,indicator2_rehabilitated_classrooms,January,NA,NA,NA,0,
Turkana,indicator2_rehabiltated_latrines,January,NA,NA,NA,0,
Turkana,indicator3_all_boys,January,male,children,all,0,
Turkana,indicator3_all_girls,January,female,children,all,0,
Turkana,indicator3_all_total_children,January,total,children,all,0,
Turkana,indicator3_cwd_boys,January,male,children,cwd,0,
Turkana,indicator3_cwd_girls,January,female,children,cwd,0,
Turkana,indicator3_cwd_total_children,January,total,children,cwd,0,
Turkana,indicator3_host_community_boys,January,male,children,host_community,0,
Turkana,indicator3_host_community_girls,January,female,children,host_community,0,
Turkana,indicator3_host_community_total_children,January,total,children,host_community,0,
Turkana,indicator3_idps_boys,January,male,children,idps,0,
Turkana,indicator3_idps_girls,January,female,children,idps,0,
Turkana,indicator3_idps_total_children,January,total,children,idps,0,
Turkana,indicator3_narrative,January,NA,NA,NA,0,NA
Turkana,indicator3_refugees_boys,January,male,children,refugees,0,
Turkana,indicator3_refugees_girls,January,female,children,refugees,0,
Turkana,indicator3_refugees_total_children,January,total,children,refugees,0,
Turkana,indicator4_all_female,January,female,adults,all,0,
Turkana,indicator4_all_male,January,male,adults,all,0,
Turkana,indicator4_all_total_adults,January,total,adults,all,0,
Turkana,indicator4_host_community_female,January,female,adults,host_community,0,
Turkana,indicator4_host_community_male,January,male,adults,host_community,0,
Turkana,indicator4_host_community_total_adults,January,total,adults,host_community,0,
Turkana,indicator4_idps_female,January,female,adults,idps,0,
Turkana,indicator4_idps_male,January,male,adults,idps,0,
Turkana,indicator4_idps_total_adults,January,total,adults,idps,0,
Turkana,indicator4_narrative,January,NA,NA,NA,0,NA
Turkana,indicator4_refugees_female,January,female,adults,refugees,0,
Turkana,indicator4_refugees_male,January,male,adults,refugees,0,
Turkana,indicator4_refugees_total_adults,January,total,adults,refugees,0,
Turkana,indicator5_all_female,January,female,adults,all,0,
Turkana,indicator5_all_male,January,male,adults,all,0,
Turkana,indicator5_all_total_adults,January,total,adults,all,0,
Turkana,indicator5_host_community_female,January,female,adults,host_community,0,
Turkana,indicator5_host_community_male,January,male,adults,host_community,0,
Turkana,indicator5_host_community_total_adults,January,total,adults,host_community,0,
Turkana,indicator5_idps_female,January,female,adults,idps,0,
Turkana,indicator5_idps_male,January,male,adults,idps,0,
Turkana,indicator5_idps_total_adults,January,total,adults,idps,0,
Turkana,indicator5_narrative,January,NA,NA,NA,0,NA
Turkana,indicator5_refugees_female,January,female,adults,refugees,0,
Turkana,indicator5_refugees_male,January,male,adults,refugees,0,
Turkana,indicator5_refugees_total_adults,January,total,adults,refugees,0,
Turkana,indicator6_all_female,January,female,adults,all,0,
Turkana,indicator6_all_male,January,male,adults,all,0,
Turkana,indicator6_all_total_adults,January,total,adults,all,0,
Turkana,indicator6_narrative,January,NA,NA,NA,0,NA
Turkana,indicator7_all_boys,January,male,children,all,0,
Turkana,indicator7_all_girls,January,female,children,all,0,
Turkana,indicator7_all_total_children,January,total,children,all,0,
Turkana,indicator7_cwd_boys,January,male,children,cwd,0,
Turkana,indicator7_cwd_girls,January,female,children,cwd,0,
Turkana,indicator7_cwd_total_children,January,total,children,cwd,0,
Turkana,indicator7_host_community_boys,January,male,children,host_community,0,
Turkana,indicator7_host_community_girls,January,female,children,host_community,0,
Turkana,indicator7_host_community_total_children,January,total,children,host_community,0,
Turkana,indicator7_idps_boys,January,male,children,idps,0,
Turkana,indicator7_idps_girls,January,female,children,idps,0,
Turkana,indicator7_idps_total_children,January,total,children,idps,0,
Turkana,indicator7_narrative,January,NA,NA,NA,0,NA
Turkana,indicator7_refugees_boys,January,male,children,refugees,0,
Turkana,indicator7_refugees_girls,January,female,children,refugees,0,
Turkana,indicator7_refugees_total_children,January,total,children,refugees,0,
 Baringo,indicator1_all_boys,February,male,children,all,0,
 Baringo,indicator1_all_girls,February,female,children,all,0,
 Baringo,indicator1_all_total_children,February,total,children,all,0,
 Baringo,indicator1_cwd_boys,February,male,children,cwd,0,
 Baringo,indicator1_cwd_girls,February,female,children,cwd,0,
 Baringo,indicator1_cwd_total_children,February,total,children,cwd,0,
 Baringo,indicator1_host_community_boys,February,male,children,host_community,0,
 Baringo,indicator1_host_community_girls,February,female,children,host_community,0,
 Baringo,indicator1_host_community_total_children,February,total,children,host_community,0,
 Baringo,indicator1_idps_boys,February,male,children,idps,0,
 Baringo,indicator1_idps_girls,February,female,children,idps,0,
 Baringo,indicator1_idps_total_children,February,total,children,idps,0,
 Baringo,indicator1_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator1_refugees_boys,February,male,children,refugees,0,
 Baringo,indicator1_refugees_girls,February,female,children,refugees,0,
 Baringo,indicator1_refugees_total_children,February,total,children,refugees,0,
 Baringo,indicator2_all_boys,February,male,children,all,0,
 Baringo,indicator2_all_girls,February,female,children,all,0,
 Baringo,indicator2_all_total_children,February,total,children,all,0,
 Baringo,indicator2_cwd_boys,February,male,children,cwd,0,
 Baringo,indicator2_cwd_girls,February,female,children,cwd,0,
 Baringo,indicator2_cwd_total_children,February,total,children,cwd,0,
 Baringo,indicator2_host_community_boys,February,male,children,host_community,0,
 Baringo,indicator2_host_community_girls,February,female,children,host_community,0,
 Baringo,indicator2_host_community_total_children,February,total,children,host_community,0,
 Baringo,indicator2_idps_boys,February,male,children,idps,0,
 Baringo,indicator2_idps_girls,February,female,children,idps,0,
 Baringo,indicator2_idps_total_children,February,total,children,idps,0,
 Baringo,indicator2_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator2_new_classrooms,February,NA,NA,NA,0,
 Baringo,indicator2_new_latrines,February,NA,NA,NA,0,
 Baringo,indicator2_refugees_boys,February,male,children,refugees,0,
 Baringo,indicator2_refugees_girls,February,female,children,refugees,0,
 Baringo,indicator2_refugees_total_children,February,total,children,refugees,0,
 Baringo,indicator2_rehabilitated_classrooms,February,NA,NA,NA,0,
 Baringo,indicator2_rehabiltated_latrines,February,NA,NA,NA,0,
 Baringo,indicator3_all_boys,February,male,children,all,0,
 Baringo,indicator3_all_girls,February,female,children,all,0,
 Baringo,indicator3_all_total_children,February,total,children,all,0,
 Baringo,indicator3_cwd_boys,February,male,children,cwd,0,
 Baringo,indicator3_cwd_girls,February,female,children,cwd,0,
 Baringo,indicator3_cwd_total_children,February,total,children,cwd,0,
 Baringo,indicator3_host_community_boys,February,male,children,host_community,0,
 Baringo,indicator3_host_community_girls,February,female,children,host_community,0,
 Baringo,indicator3_host_community_total_children,February,total,children,host_community,0,
 Baringo,indicator3_idps_boys,February,male,children,idps,0,
 Baringo,indicator3_idps_girls,February,female,children,idps,0,
 Baringo,indicator3_idps_total_children,February,total,children,idps,0,
 Baringo,indicator3_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator3_refugees_boys,February,male,children,refugees,0,
 Baringo,indicator3_refugees_girls,February,female,children,refugees,0,
 Baringo,indicator3_refugees_total_children,February,total,children,refugees,0,
 Baringo,indicator4_all_female,February,female,adults,all,0,
 Baringo,indicator4_all_male,February,male,adults,all,0,
 Baringo,indicator4_all_total_adults,February,total,adults,all,0,
 Baringo,indicator4_host_community_female,February,female,adults,host_community,0,
 Baringo,indicator4_host_community_male,February,male,adults,host_community,0,
 Baringo,indicator4_host_community_total_adults,February,total,adults,host_community,0,
 Baringo,indicator4_idps_female,February,female,adults,idps,0,
 Baringo,indicator4_idps_male,February,male,adults,idps,0,
 Baringo,indicator4_idps_total_adults,February,total,adults,idps,0,
 Baringo,indicator4_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator4_refugees_female,February,female,adults,refugees,0,
 Baringo,indicator4_refugees_male,February,male,adults,refugees,0,
 Baringo,indicator4_refugees_total_adults,February,total,adults,refugees,0,
 Baringo,indicator5_all_female,February,female,adults,all,0,
 Baringo,indicator5_all_male,February,male,adults,all,0,
 Baringo,indicator5_all_total_adults,February,total,adults,all,0,
 Baringo,indicator5_host_community_female,February,female,adults,host_community,0,
 Baringo,indicator5_host_community_male,February,male,adults,host_community,0,
 Baringo,indicator5_host_community_total_adults,February,total,adults,host_community,0,
 Baringo,indicator5_idps_female,February,female,adults,idps,0,
 Baringo,indicator5_idps_male,February,male,adults,idps,0,
 Baringo,indicator5_idps_total_adults,February,total,adults,idps,0,
 Baringo,indicator5_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator5_refugees_female,February,female,adults,refugees,0,
 Baringo,indicator5_refugees_male,February,male,adults,refugees,0,
 Baringo,indicator5_refugees_total_adults,February,total,adults,refugees,0,
 Baringo,indicator6_all_female,February,female,adults,all,0,
 Baringo,indicator6_all_male,February,male,adults,all,0,
 Baringo,indicator6_all_total_adults,February,total,adults,all,0,
 Baringo,indicator6_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator7_all_boys,February,male,children,all,0,
 Baringo,indicator7_all_girls,February,female,children,all,0,
 Baringo,indicator7_all_total_children,February,total,children,all,0,
 Baringo,indicator7_cwd_boys,February,male,children,cwd,0,
 Baringo,indicator7_cwd_girls,February,female,children,cwd,0,
 Baringo,indicator7_cwd_total_children,February,total,children,cwd,0,
 Baringo,indicator7_host_community_boys,February,male,children,host_community,0,
 Baringo,indicator7_host_community_girls,February,female,children,host_community,0,
 Baringo,indicator7_host_community_total_children,February,total,children,host_community,0,
 Baringo,indicator7_idps_boys,February,male,children,idps,0,
 Baringo,indicator7_idps_girls,February,female,children,idps,0,
 Baringo,indicator7_idps_total_children,February,total,children,idps,0,
 Baringo,indicator7_narrative,February,NA,NA,NA,0,NA
 Baringo,indicator7_refugees_boys,February,male,children,refugees,0,
 Baringo,indicator7_refugees_girls,February,female,children,refugees,0,
 Baringo,indicator7_refugees_total_children,February,total,children,refugees,0,
 Bungoma,indicator1_all_boys,February,male,children,all,0,
 Bungoma,indicator1_all_girls,February,female,children,all,0,
 Bungoma,indicator1_all_total_children,February,total,children,all,0,
 Bungoma,indicator1_cwd_boys,February,male,children,cwd,0,
 Bungoma,indicator1_cwd_girls,February,female,children,cwd,0,
 Bungoma,indicator1_cwd_total_children,February,total,children,cwd,0,
 Bungoma,indicator1_host_community_boys,February,male,children,host_community,0,
 Bungoma,indicator1_host_community_girls,February,female,children,host_community,0,
 Bungoma,indicator1_host_community_total_children,February,total,children,host_community,0,
 Bungoma,indicator1_idps_boys,February,male,children,idps,0,
 Bungoma,indicator1_idps_girls,February,female,children,idps,0,
 Bungoma,indicator1_idps_total_children,February,total,children,idps,0,
 Bungoma,indicator1_narrative,February,NA,NA,NA,0,NA
 Bungoma,indicator1_refugees_boys,February,male,children,refugees,0,
 Bungoma,indicator1_refugees_girls,February,female,children,refugees,0,
 Bungoma,indicator1_refugees_total_children,February,total,children,refugees,0,
 Bungoma,indicator2_all_boys,February,male,children,all,0,
 Bungoma,indicator2_all_girls,February,female,children,all,0,
 Bungoma,indicator2_all_total_children,February,total,children,all,0,
 Bungoma,indicator2_cwd_boys,February,male,children,cwd,0,
 Bungoma,indicator2_cwd_girls,February,female,children,cwd,0,
 Bungoma,indicator2_cwd_total_children,February,total,children,cwd,0,
 Bungoma,indicator2_host_community_boys,February,male,children,host_community,0,
 Bungoma,indicator2_host_community_girls,February,female,children,host_community,0,
 Bungoma,indicator2_host_community_total_children,February,total,children,host_community,0,
 Bungoma,indicator2_idps_boys,February,male,children,idps,0,
 Bungoma,indicator2_idps_girls,February,female,children,idps,0,
 Bungoma,indicator2_idps_total_children,February,total,children,idps,0,
 Bungoma,indicator2_narrative,February,NA,NA,NA,0,NA
 Bungoma,indicator2_new_classrooms,February,NA,NA,NA,0,
 Bungoma,indicator2_new_latrines,February,NA,NA,NA,0,
 Bungoma,indicator2_refugees_boys,February,male,children,refugees,0,
 Bungoma,indicator2_refugees_girls,February,female,children,refugees,0,
 Bungoma,indicator2_refugees_total_children,February,total,children,refugees,0,
 Bungoma,indicator2_rehabilitated_classrooms,February,NA,NA,NA,0,
 Bungoma,indicator2_rehabiltated_latrines,February,NA,NA,NA,0,
 Bungoma,indicator3_all_boys,February,male,children,all,0,
 Bungoma,indicator3_all_girls,February,female,children,all,0,
 Bungoma,indicator3_all_total_children,February,total,children,all,0,
 Bungoma,indicator3_cwd_boys,February,male,children,cwd,0,
 Bungoma,indicator3_cwd_girls,February,female,children,cwd,0,
 Bungoma,indicator3_cwd_total_children,February,total,children,cwd,0,
 Bungoma,indicator3_host_community_boys,February,male,children,host_community,0,
 Bungoma,indicator3_host_community_girls,February,female,children,host_community,0,
 Bungoma,indicator3_host_community_total_children,February,total,children,host_community,0,
 Bungoma,indicator3_idps_boys,February,male,children,idps,0,
 Bungoma,indicator3_idps_girls,February,female,children,idps,0,
 Bungoma,indicator3_idps_total_children,February,total,children,idps,0,
 Bungoma,indicator3_narrative,February,NA,NA,NA,0,NA
 Bungoma,indicator3_refugees_boys,February,male,children,refugees,0,
 Bungoma,indicator3_refugees_girls,February,female,children,refugees,0,
 Bungoma,indicator3_refugees_total_children,February,total,children,refugees,0,
 Bungoma,indicator4_all_female,February,female,adults,all,0,
 Bungoma,indicator4_all_male,February,male,adults,all,0,
 Bungoma,indicator4_all_total_adults,February,total,adults,all,0,
 Bungoma,indicator4_host_community_female,February,female,adults,host_community,0,
 Bungoma,indicator4_host_community_male,February,male,adults,host_community,0,
 Bungoma,indicator4_host_community_total_adults,February,total,adults,host_community,0,
 Bungoma,indicator4_idps_female,February,female,adults,idps,0,
 Bungoma,indicator4_idps_male,February,male,adults,idps,0,
 Bungoma,indicator4_idps_total_adults,February,total,adults,idps,0,
 Bungoma,indicator4_narrative,February,NA,NA,NA,0,NA
 Bungoma,indicator4_refugees_female,February,female,adults,refugees,0,
 Bungoma,indicator4_refugees_male,February,male,adults,refugees,0,
 Bungoma,indicator4_refugees_total_adults,February,total,adults,refugees,0,
 Bungoma,indicator5_all_female,February,female,adults,all,0,
 Bungoma,indicator5_all_male,February,male,adults,all,0,
 Bungoma,indicator5_all_total_adults,February,total,adults,all,0,
 Bungoma,indicator5_host_community_female,February,female,adults,host_community,0,
 Bungoma,indicator5_host_community_male,February,male,adults,host_community,0,
 Bungoma,indicator5_host_community_total_adults,February,total,adults,host_community,0,
 Bungoma,indicator5_idps_female,February,female,adults,idps,0,
 Bungoma,indicator5_idps_male,February,male,adults,idps,0,
 Bungoma,indicator5_idps_total_adults,February,total,adults,idps,0,
 Bungoma,indicator5_narrative,February,NA,NA,NA,0,NA
 Bungoma,indicator5_refugees_female,February,female,adults,refugees,0,
 Bungoma,indicator5_refugees_male,February,male,adults,refugees,0,
 Bungoma,indicator5_refugees_total_adults,February,total,adults,refugees,0,
 Bungoma,indicator6_all_female,February,female,adults,all,0,
 Bungoma,indicator6_all_male,February,male,adults,all,0,
 Bungoma,indicator6_all_total_adults,February,total,adults,all,0,
 Bungoma,indicator6_narrative,February,NA,NA,NA,0,NA
 Bungoma,indicator7_all_boys,February,male,children,all,0,
 Bungoma,indicator7_all_girls,February,female,children,all,0,
 Bungoma,indicator7_all_total_children,February,total,children,all,0,
